dates,shore,Hs,Tp,Dir,Eng
9/04/2000,331.6121152,1.049820423,10.63624573,141.723877,5.744000602
10/04/2000,331.4969531,1.239603281,9.105476379,109.4222031,6.855895452
11/04/2000,331.3837141,1.433204889,9.899642944,127.6264648,9.963964532
12/04/2000,331.272398,1.246094942,14.39094925,152.6024475,10.94933613
13/04/2000,331.1670948,1.509576321,15.54157925,160.8031311,17.35407129
14/04/2000,331.0678044,1.157599568,15.18750381,161.0718689,9.972388564
15/04/2000,330.974527,0.846386075,12.87688828,162.9565582,4.520058202
16/04/2000,330.8872624,0.553788185,10.91204166,159.8910217,1.639794658
17/04/2000,330.8060107,0.395890266,13.00519085,157.8028717,0.998763027
18/04/2000,330.7307719,0.507392526,13.57711792,151.8037415,1.712741423
19/04/2000,330.661546,0.846004248,13.28270531,157.2310028,4.658302691
20/04/2000,330.5959203,0.948723793,11.16254044,143.8924255,4.923100596
21/04/2000,330.5338949,0.824715614,9.651532173,131.0219421,3.216627545
22/04/2000,330.4754698,0.700803101,8.40314579,123.6852417,2.022227482
23/04/2000,330.420645,0.763523102,7.821959496,124.0536652,2.234374709
24/04/2000,330.3694204,0.984236479,7.666448116,131.5457001,3.639059827
25/04/2000,330.3217961,1.715397239,8.54920578,158.0530701,12.32682596
26/04/2000,330.2777721,2.595959425,12.45302582,159.1672363,41.12129365
27/04/2000,330.2373484,2.006945133,11.52816868,158.075058,22.75240982
28/04/2000,330.2005249,2.088948727,15.99398613,159.181015,34.19860223
29/04/2000,330.1646236,1.335353971,12.34247875,159.5349731,10.78428292
30/04/2000,330.1296446,0.776028931,11.49494553,158.0716248,3.392023267
1/05/2000,330.0955878,0.384720922,15.52544785,160.6196136,1.125982982
2/05/2000,330.0624532,0.356368065,14.0231266,161.4890747,0.872646784
3/05/2000,330.0302408,0.581186414,11.63881111,163.7593994,1.926351818
4/05/2000,329.9989506,0.662617445,14.7737627,160.1480713,3.178432041
5/05/2000,329.9685826,0.918461561,15.42673683,161.1172485,6.37664326
6/05/2000,329.9391369,0.917793334,12.69579029,162.2059937,5.240172917
7/05/2000,329.9106133,1.168100715,8.825288773,160.7866211,5.900456113
8/05/2000,329.883012,1.472059011,7.767449379,147.0796356,8.247549899
9/05/2000,329.8563329,0.942804992,10.7865057,154.4424591,4.698082124
10/05/2000,329.830576,0.589491785,11.23461533,160.891098,1.912977233
11/05/2000,329.8057413,0.657557845,15.59093571,161.404541,3.303210023
12/05/2000,329.7818289,0.781947792,11.48835945,160.9564056,3.441990052
13/05/2000,329.7588386,1.067863107,10.46364594,159.2421722,5.846692876
14/05/2000,329.7367706,0.774883389,8.206680298,154.9820099,2.414550525
15/05/2000,329.7156247,0.660326242,8.354649544,149.0103912,1.785013195
16/05/2000,329.6954011,1.061753511,7.77909565,153.1949158,4.297071728
17/05/2000,329.6760997,1.027863741,7.675134659,154.1572113,3.973316641
18/05/2000,329.6577206,0.719132185,7.719049454,137.9008636,1.956038307
19/05/2000,329.6402636,0.618035555,14.30589199,142.8098755,2.677552176
20/05/2000,329.6237288,0.795026362,17.23034477,157.6942749,5.336458134
21/05/2000,329.6081163,0.614598811,13.58475494,151.4401245,2.514382353
22/05/2000,329.593426,0.508347154,15.71036148,160.2546234,1.98931268
23/05/2000,329.5796579,0.416701466,14.9774828,158.1224976,1.274338976
24/05/2000,329.566812,0.495650411,12.03078747,126.2957764,1.448241793
25/05/2000,329.5548883,0.522284985,11.44759655,111.7248077,1.530119946
26/05/2000,329.5438868,0.484862953,10.73972893,111.9062576,1.237164371
27/05/2000,329.5338076,0.808200359,10.72101688,103.08284,3.431390447
28/05/2000,329.5246505,1.23693037,11.59222412,101.5755005,8.690671907
29/05/2000,329.5164157,1.434636831,10.48608112,102.1556091,10.57531337
30/05/2000,329.5091031,1.67463398,10.89838982,101.6676025,14.97608224
31/05/2000,329.5061891,1.481223464,11.54258251,102.4539185,12.40909856
1/06/2000,329.5076737,1.50308466,12.58572102,110.7467041,13.93288543
2/06/2000,329.5135569,1.123327851,12.44672585,110.1775894,7.695985791
3/06/2000,329.5238387,1.349673629,11.54878807,135.5941467,10.30837043
4/06/2000,329.5385192,2.271572113,9.06414032,153.2938995,22.91794944
5/06/2000,329.5575982,2.26364851,9.552535057,139.2301788,23.98461242
6/06/2000,329.5810759,1.688571692,12.00128841,110.8463745,16.7672933
7/06/2000,329.6063898,1.477500319,11.24454308,111.3976135,12.02799003
8/06/2000,329.6335399,1.235402822,10.03100204,111.866394,7.501663459
9/06/2000,329.6625263,0.885812819,9.692295074,112.4836349,3.726547224
10/06/2000,329.6933489,0.598656356,9.229866028,111.1034393,1.62086436
11/06/2000,329.7260077,0.427011609,9.300795555,120.9207611,0.830989512
12/06/2000,329.7605028,1.889142156,11.74668598,159.4593658,20.54190507
13/06/2000,329.7968342,2.902304173,11.60797596,142.4400635,47.91135269
14/06/2000,329.8350017,1.603131294,9.661841393,151.0373688,12.16729864
15/06/2000,329.8750055,1.574110031,11.2047348,161.5372009,13.60403795
16/06/2000,329.9114826,1.026813507,10.67700863,155.6934204,5.516057943
17/06/2000,329.9444329,0.755599558,14.01921177,140.6969604,3.921959156
18/06/2000,329.9738566,0.90242362,11.33790779,148.5203094,4.524284519
19/06/2000,329.9997535,1.34308672,13.32260895,161.916626,11.77588269
20/06/2000,330.0221236,1.40256083,13.99028683,160.4580688,13.48547072
21/06/2000,330.0409671,0.993878365,10.55605507,162.8328552,5.10933291
22/06/2000,330.0562838,0.805431902,10.15663338,164.0013428,3.228520222
23/06/2000,330.0680738,0.820037961,10.31405354,159.5480347,3.398547746
24/06/2000,330.0763371,0.726673901,9.856684685,150.433197,2.550386898
25/06/2000,330.0810737,0.49269104,9.487810135,143.0483704,1.128525545
26/06/2000,330.0822835,0.429971009,12.38791943,137.0307007,1.122206553
27/06/2000,330.0799666,0.584145784,11.09447479,141.8510284,1.855006009
28/06/2000,330.074123,0.987195849,6.854620457,116.178093,3.273302437
29/06/2000,330.0647526,0.951683164,10.12169266,102.1418762,4.49194054
30/06/2000,330.0518556,0.755217731,7.858999729,121.1716385,2.196381158
1/07/2000,330.0354318,0.579277158,5.449099541,141.4839783,0.895970332
2/07/2000,330.0230281,0.570112526,11.25542641,151.5102539,1.792582692
3/07/2000,330.0146444,1.114354253,10.34861183,150.9191437,6.296869996
4/07/2000,330.0102809,1.19740808,12.80366611,158.9631042,8.995282127
5/07/2000,330.0099374,1.035309911,11.66563606,147.4439392,6.126962841
6/07/2000,330.013614,0.976026535,12.71373749,141.1684875,5.934615271
7/07/2000,330.0213107,0.970871568,11.34879017,121.0121765,5.241664408
8/07/2000,330.0330274,0.988150597,10.9805851,120.0395813,5.253731054
9/07/2000,330.0484368,0.923998535,11.28711987,109.1500092,4.721954333
10/07/2000,330.0675388,0.812400758,11.30134487,105.5620804,3.654827196
11/07/2000,330.0903334,0.931731105,11.91861725,100.6077118,5.06994376
12/07/2000,330.1168207,1.258505344,12.48825264,99.42273712,9.691876783
13/07/2000,330.1470006,1.08380568,11.86945343,99.6110611,6.831713518
14/07/2000,330.1808731,0.974021792,10.85390472,100.9252701,5.045676841
15/07/2000,330.2184383,0.960656881,9.361701965,101.0159988,4.233382272
16/07/2000,330.259696,0.657175899,8.780801773,103.3378372,1.858204506
17/07/2000,330.3046465,0.53135401,8.793785095,108.221405,1.216577704
18/07/2000,330.3532895,0.577176869,8.722568512,131.6096191,1.423830544
19/07/2000,330.4056252,0.609921098,8.855455399,143.2703857,1.614188664
20/07/2000,330.4616534,0.861469448,9.888092041,103.6258316,3.595740485
21/07/2000,330.5213744,1.004856825,10.11166954,102.5625305,5.002963347
22/07/2000,330.5847879,0.679800987,9.441318512,103.4340744,2.137924237
23/07/2000,330.6518941,0.775360703,8.813547134,126.6827545,2.596297074
24/07/2000,330.7226929,0.828629792,9.071681023,143.1947784,3.052143428
25/07/2000,330.7971844,0.779752016,7.101871967,154.2060089,2.115835654
26/07/2000,330.8753684,0.566866815,6.769275188,148.3065491,1.065860375
27/07/2000,330.9572451,0.407823294,11.80711365,108.7142334,0.962241049
28/07/2000,331.0428145,0.578799844,11.25972271,140.6227417,1.848334569
